Section ID & Heading,Recommendation / Requirement,Normative Keyword,Subtheme
8.1.14.1.1 Hash Algorithm,The alg value Must be one of: BLAKE3.,REQUIRED,Cryptographic Hashes
8.1.14.1.2 Hash Value,The content property is Required.,REQUIRED,Cryptographic Hashes
8.1.15 Component Licence(s),The licenses property is Optional.,MAY,Licensing and Copyright
8.1.15 Component Licence(s),The licenses property Must be one of: Multiple licenses.,REQUIRED,Licensing and Copyright
8.1.15 Component Licence(s),The licenses property Must be one of: SPDX License Expression.,REQUIRED,Licensing and Copyright
8.1.16 Multiple licences,Multiple licences must be a list of SPDX licences and/or named licences.,REQUIRED,Licensing and Copyright
8.1.17 SPDX Licence Expression,SPDX Licence Expression must be a tuple of exactly one SPDX Licence Expression.,REQUIRED,Licensing and Copyright
8.1.18 Multiple licences,Each item of this array must be a Licence object.,REQUIRED,Licensing and Copyright
8.1.18.1 Licence,The license property is Required.,REQUIRED,Licensing and Copyright
8.1.18.1 Licence,The license property must specify the details and attributes related to a software license.,REQUIRED,Licensing and Copyright
8.1.18.1.1 Licence,The license property is Required.,REQUIRED,Licensing and Copyright
8.1.18.1.1 Licence,The bom-ref property is Optional.,MAY,Internal Referencing (bom-ref)
8.1.18.1.1 Licence,Every bom-ref must be unique within the BOM.,REQUIRED,Internal Referencing (bom-ref)
8.1.18.1.1 Licence,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,Internal Referencing (bom-ref)
8.1.18.1.1 Licence,The id property is Optional.,MAY,Licensing and Copyright
8.1.18.1.1 Licence,"If the id property is specified, its value must be one of the enumeration of valid SPDX license identifiers defined in the spdx.schema.json (or spdx.xml) subschema which is synchronized with the official SPDX license list.",REQUIRED,Licensing and Copyright
8.1.18.1.1 Licence,The name property is Optional.,MAY,Licensing and Copyright
8.1.18.1.1 Licence,The acknowledgement property is Optional.,MAY,Licensing and Copyright
8.1.18.1.1 Licence,The text property is Optional.,MAY,Licensing and Copyright
8.1.18.1.1 Licence,The url property is Optional.,MAY,Licensing and Copyright
8.1.18.1.1 Licence,"If url is specified, a 'license' externalReference should also be specified for completeness.",RECOMMENDED,Licensing and Copyright
8.1.18.1.1 Licence,The licensing property is Optional.,MAY,Licensing and Copyright
8.1.18.1.1 Licence,The properties property is Optional.,MAY,Extensibility via Properties
8.1.18.1.1 Licence,Property names of interest to the general public are encouraged to be registered in the CycloneDX Property Taxonomy.,RECOMMENDED,Property Taxonomies
8.1.18.1.1 Licence,Formal registration for properties is optional.,MAY,Property Taxonomies
8.1.18.1.2 BOM Reference,The bom-ref property is Optional.,MAY,Internal Referencing (bom-ref)
8.1.18.1.2 BOM Reference,Every bom-ref must be unique within the BOM.,REQUIRED,Internal Referencing (bom-ref)
8.1.18.1.2 BOM Reference,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,Internal Referencing (bom-ref)
8.1.18.1.3 Licence ID (SPDX),The id property is Optional.,MAY,Licensing and Copyright
8.1.18.1.3 Licence ID (SPDX),"If specified, this value must be one of the enumeration of valid SPDX licence identifiers defined in the spdx.schema.json (or spdx.xml) subschema which is synchronized with the official SPDX licence list.",REQUIRED,Licensing and Copyright
8.1.18.1.4 Licence Name,The name property is Optional.,MAY,Licensing and Copyright
8.1.18.1.5 Licence Acknowledgement,The acknowledgement property is Optional.,MAY,Licensing and Copyright
8.1.18.1.6 Licence text,The text property is Optional.,MAY,Licensing and Copyright
8.1.18.1.6 Licence text,The content property for the text object is Required.,REQUIRED,Licensing and Copyright
8.1.18.1.6 Licence text,Proactive controls such as input validation and sanitization should be employed to prevent misuse of attachment text for the attachment data.,RECOMMENDED,Licensing and Copyright
8.1.18.1.7 Content-Type,The contentType property is Optional.,MAY,Licensing and Copyright
8.1.18.1.8 Encoding,The encoding property is Optional.,MAY,Licensing and Copyright
8.1.18.1.9 Attachment Text,The content property is Required.,REQUIRED,Licensing and Copyright
8.1.18.1.9 Attachment Text,Proactive controls such as input validation and sanitization should be employed to prevent misuse of attachment text.,RECOMMENDED,Licensing and Copyright
8.1.18.1.10 Licence URL,The url property is Optional.,MAY,Licensing and Copyright
8.1.18.1.10 Licence URL,"If specified, a 'licence' externalReference should also be specified for completeness.",RECOMMENDED,Licensing and Copyright
8.1.18.1.11 Licencing information,The licensing property is Optional.,MAY,Licensing and Copyright
8.1.18.1.89 Properties,The properties property is Optional.,MAY,Extensibility via Properties
8.1.18.1.89 Properties,Property names of interest to the general public are encouraged to be registered in the CycloneDX Property Taxonomy.,RECOMMENDED,Property Taxonomies
8.1.18.1.89 Properties,Formal registration is optional for properties.,MAY,Property Taxonomies
8.1.18.1.89 Properties,Each item of this array must be a Lightweight name-value pair object.,REQUIRED,Extensibility via Properties
8.1.19 SPDX Licence Expression,The licenses array must be a tuple of exactly one SPDX Licence Expression.,REQUIRED,Licensing and Copyright
8.1.20 Component Copyright,The copyright property is Optional.,MAY,Licensing and Copyright
8.1.21 Common Platform Enumeration (CPE),The cpe property is Optional.,MAY,Standardized External Identifiers
8.1.21 Common Platform Enumeration (CPE),The CPE must conform to the CPE 2.2 or 2.3 specification.,REQUIRED,Standardized External Identifiers
8.1.22 Package URL (purl),The purl property is Optional.,MAY,Standardized External Identifiers
8.1.22 Package URL (purl),"The purl, if specified, must be valid and conform to the specification defined at: https://github.com/package-url/purl-spec.",REQUIRED,Standardized External Identifiers
8.1.23 OmniBOR Artefact Identifier (gitoid),The omniborId property is Optional.,MAY,Standardized External Identifiers
8.1.23 OmniBOR Artefact Identifier (gitoid),"The OmniBOR, if specified, must be valid and conform to the specification defined at: https://www.iana.org/assignments/uri-schemes/prov/gitoid.",REQUIRED,Standardized External Identifiers
8.1.24 Software Heritage Identifier,The swhid property is Optional.,MAY,Standardized External Identifiers
8.1.24 Software Heritage Identifier,"The SWHID, if specified, must be valid and conform to the specification defined at: https://docs.softwareheritage.org/devel/swh-model/persistent-identifiers.html.",REQUIRED,Standardized External Identifiers
8.1.24 Software Heritage Identifier,Each item of the swhid array must be a string.,REQUIRED,Standardized External Identifiers
8.1.25 SWID Tag,The swid property is Optional.,MAY,Standardized External Identifiers
8.1.25 SWID Tag,The tagId property for the swid object is Required.,REQUIRED,Standardized External Identifiers
8.1.25 SWID Tag,The tagId property must map to the tagId of a SoftwareIdentity.,REQUIRED,Standardized External Identifiers
8.1.25 SWID Tag,The name property for the swid object is Required.,REQUIRED,Standardized External Identifiers
8.1.25 SWID Tag,The name property must map to the name of a SoftwareIdentity.,REQUIRED,Standardized External Identifiers
8.1.25 SWID Tag,The version property is Optional.,MAY,Standardized External Identifiers
8.1.25 SWID Tag,The tagVersion property is Optional.,MAY,Standardized External Identifiers
8.1.25 SWID Tag,The patch property is Optional.,MAY,Standardized External Identifiers
8.1.25 SWID Tag,The text property is Optional.,MAY,Standardized External Identifiers
8.1.25 SWID Tag,The url property is Optional.,MAY,Standardized External Identifiers
8.1.25.1 Tag ID,The tagId property is Required.,REQUIRED,Standardized External Identifiers
8.1.25.1 Tag ID,The tagId property must map to the tagId of a SoftwareIdentity.,REQUIRED,Standardized External Identifiers
8.1.25.2 Name,The name property is Required.,REQUIRED,Standardized External Identifiers
8.1.25.2 Name,The name property must map to the name of a SoftwareIdentity.,REQUIRED,Standardized External Identifiers
8.1.25.3 Version,The version property is Optional.,MAY,Standardized External Identifiers
8.1.25.4 Tag Version,The tagVersion property is Optional.,MAY,Standardized External Identifiers
8.1.25.5 Patch,The patch property is Optional.,MAY,Standardized External Identifiers
8.1.25.6 Attachment text,The text property is Optional.,MAY,Standardized External Identifiers
8.1.25.6 Attachment text,The contentType property for the SWID tag text object is Optional.,MAY,Standardized External Identifiers
8.1.25.6 Attachment text,The encoding property for the SWID tag text object is Optional.,MAY,Standardized External Identifiers
8.1.25.6 Attachment text,The content property for the SWID tag text object is Required.,REQUIRED,Standardized External Identifiers
8.1.25.6 Attachment text,Proactive controls such as input validation and sanitization should be employed to prevent misuse of attachment text.,RECOMMENDED,Standardized External Identifiers
8.1.25.6.1 Content-Type,The contentType property is Optional.,MAY,Standardized External Identifiers
8.1.25.6.2 Encoding,The encoding property is Optional.,MAY,Standardized External Identifiers
8.1.25.6.3 Attachment Text,The content property is Required.,REQUIRED,Standardized External Identifiers
8.1.25.6.3 Attachment Text,Proactive controls such as input validation and sanitization should be employed to prevent misuse of attachment text.,RECOMMENDED,Standardized External Identifiers
8.1.25.7 URL,The url property is Optional.,MAY,Standardized External Identifiers
8.1.26 Component Modified From Original,The modified property is Optional and Deprecated.,MAY,Component Pedigree and Provenance
8.1.27 Component Pedigree,The pedigree property is Optional.,MAY,Component Pedigree and Provenance
8.1.27 Component Pedigree,The ancestors property is Optional.,MAY,Component Pedigree and Provenance
8.1.27 Component Pedigree,The descendants property is Optional.,MAY,Component Pedigree and Provenance
8.1.27 Component Pedigree,The variants property is Optional.,MAY,Component Pedigree and Provenance
8.1.27 Component Pedigree,The commits property is Optional.,MAY,Component Pedigree and Provenance
8.1.27 Component Pedigree,The patches property is Optional.,MAY,Component Pedigree and Provenance
8.1.27 Component Pedigree,The notes property is Optional.,MAY,Component Pedigree and Provenance
8.1.27.1 Ancestors,Each item of the ancestors array must be a Component object.,REQUIRED,Component Pedigree and Provenance
8.1.27.2 Descendants,Each item of the descendants array must be a Component object.,REQUIRED,Component Pedigree and Provenance
8.1.27.3 Variants,The variants property is Optional.,MAY,Component Pedigree and Provenance
8.1.27.3 Variants,Each item of the variants array must be a Component object.,REQUIRED,Component Pedigree and Provenance
8.1.27.4 Commits,Each item of the commits array must be a Commit object.,REQUIRED,Component Pedigree and Provenance
8.1.27.4 Commits,The uid property is Optional.,MAY,Component Pedigree and Provenance
8.1.27.4 Commits,The url property is Optional.,MAY,Component Pedigree and Provenance
8.1.27.4 Commits,The author property is Optional.,MAY,Component Pedigree and Provenance
8.1.27.4 Commits,The committer property is Optional.,MAY,Component Pedigree and Provenance
8.1.27.4 Commits,The message property is Optional.,MAY,Component Pedigree and Provenance
8.1.27.4.4 Author,The timestamp property for the author object is Optional.,MAY,Component Pedigree and Provenance
8.1.27.4.4 Author,The name property for the author object is Optional.,MAY,Component Pedigree and Provenance
8.1.27.4.4 Author,The email property for the author object is Optional.,MAY,Component Pedigree and Provenance
8.1.27.4.8 Committer,The committer property is Optional.,MAY,Component Pedigree and Provenance
8.1.27.4.8 Committer,The timestamp property for the committer object is Optional.,MAY,Component Pedigree and Provenance
8.1.27.4.8 Committer,The name property for the committer object is Optional.,MAY,Component Pedigree and Provenance
8.1.27.4.8 Committer,The email property for the committer object is Optional.,MAY,Component Pedigree and Provenance
8.1.27.5 Patches,The patches property is Optional.,MAY,Component Pedigree and Provenance
8.1.27.5 Patches,Each item of the patches array must be a Patch object.,REQUIRED,Component Pedigree and Provenance
8.1.27.5.7 Attachment Text,The content property for the attachment data is Required.,REQUIRED,Component Pedigree and Provenance
8.1.27.5.7 Attachment Text,Proactive controls such as input validation and sanitization should be employed to prevent misuse of attachment text.,RECOMMENDED,Component Pedigree and Provenance
