id,section,requirement,normative_force,initial_code,subtheme,theme,generator_consumer_axis,issue_focus,previous_single_subtheme
CDX-0146,7.4.5.1.1 BOM Reference,The bom-ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0147,7.4.5.1.1 BOM Reference,Every bom-ref must be unique within the BOM.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0148,7.4.5.1.1 BOM Reference,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0149,7.4.5.1.2 Name,The name property is Optional.,MAY,contact_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Contact Information
CDX-0150,7.4.5.1.3 Email Address,The email property is Optional.,MAY,contact_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Contact Information
CDX-0151,7.4.5.1.4 Phone,The phone property is Optional.,MAY,contact_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Contact Information
CDX-0152,7.5 BOM Authors,The authors property is Optional.,MAY,entity_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,provenance,Organizational Entity Definition
CDX-0153,7.5 BOM Authors,Each item of this array must be an Organizational Contact object.,REQUIRED,entity_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,provenance,Organizational Entity Definition
CDX-0154,7.5.1 Organizational Contact,The bom-ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0155,7.5.1 Organizational Contact,Every bom-ref must be unique within the BOM.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0156,7.5.1 Organizational Contact,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0157,7.5.1 Organizational Contact,The name property is Optional.,MAY,contact_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Contact Information
CDX-0158,7.5.1 Organizational Contact,The email property is Optional.,MAY,contact_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Contact Information
CDX-0159,7.5.1 Organizational Contact,The phone property is Optional.,MAY,contact_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Contact Information
CDX-0160,7.5.1.1 BOM Reference,The bom-ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0161,7.5.1.1 BOM Reference,Every bom-ref must be unique within the BOM.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0162,7.5.1.1 BOM Reference,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0163,7.5.1.2 Name,The name property is Optional.,MAY,contact_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Contact Information
CDX-0164,7.5.1.3 Email Address,The email property is Optional.,MAY,contact_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Contact Information
CDX-0165,7.5.1.4 Phone,The phone property is Optional.,MAY,contact_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,inventory/provenance,Contact Information
CDX-0166,7.6 Component,The component property is Optional.,MAY,document_metadata_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,provenance,BOM Metadata
CDX-0167,7.7 Component Manufacture (legacy),The manufacture property is Optional and Deprecated.,MAY,entity_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,provenance,Organizational Entity Definition
CDX-0168,7.7 Component Manufacture (legacy),The bom-ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0169,7.7 Component Manufacture (legacy),The name property is Optional.,MAY,entity_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,provenance,Organizational Entity Definition
CDX-0170,7.7 Component Manufacture (legacy),The address property is Optional.,MAY,entity_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,provenance,Organizational Entity Definition
CDX-0171,7.7 Component Manufacture (legacy),The url property is Optional.,MAY,entity_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,provenance,Organizational Entity Definition
CDX-0172,7.7 Component Manufacture (legacy),The contact property is Optional.,MAY,entity_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,provenance,Organizational Entity Definition
CDX-0173,7.7.1 BOM Reference,The bom-ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0174,7.7.1 BOM Reference,Every bom-ref must be unique within the BOM.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0175,7.7.1 BOM Reference,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0176,7.7.2 Organization Name,The name property is Optional.,MAY,entity_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,provenance,Organizational Entity Definition
CDX-0177,7.7.3 Organization Address,The address property is Optional.,MAY,entity_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,provenance,Organizational Entity Definition
CDX-0178,7.7.3 Organization Address,The bom-ref property is Optional.,MAY,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0179,7.7.3 Organization Address,Every bom-ref must be unique within the BOM.,REQUIRED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0180,7.7.3 Organization Address,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,bom_ref_identity_links,BOM identity and references,"Provenance, identity, and trust",generator-population,provenance,Internal Referencing (bom-ref)
CDX-0181,7.7.3 Organization Address,The country property is Optional.,MAY,entity_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,provenance,Organizational Entity Definition
CDX-0182,7.7.3 Organization Address,The region property is Optional.,MAY,entity_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,provenance,Organizational Entity Definition
CDX-0183,7.7.3 Organization Address,The locality property is Optional.,MAY,entity_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,provenance,Organizational Entity Definition
CDX-0184,7.7.3 Organization Address,The postOfficeBoxNumber property is Optional.,MAY,entity_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,provenance,Organizational Entity Definition
CDX-0185,7.7.3 Organization Address,The postalCode property is Optional.,MAY,entity_provenance_population,Producer and document metadata,"Provenance, identity, and trust",generator-population,provenance,Organizational Entity Definition
